repository,pr_number,title,state,merged_at,created_at,closed_at,author,url,additions,deletions,changed_files
apachecn/ailearning,517,RS-sklearn-rating.py: print() is a function in Python 3,closed,2019-05-21T06:48:06Z,2019-05-21T06:46:16Z,2019-05-21T06:48:06Z,cclauss,https://github.com/apachecn/ailearning/pull/517,,,
apachecn/ailearning,515,RS-usercf.py: print() is a function in Python 3,closed,2019-05-21T06:20:50Z,2019-05-20T15:14:11Z,2019-05-21T06:20:50Z,cclauss,https://github.com/apachecn/ailearning/pull/515,,,
apachecn/ailearning,514,RS-itemcf.py: print() is a function in Python 3,closed,2019-05-21T06:21:21Z,2019-05-20T13:57:32Z,2019-05-21T06:21:21Z,cclauss,https://github.com/apachecn/ailearning/pull/514,,,
apachecn/ailearning,502,Remove all py2.x code,closed,,2019-04-27T04:53:23Z,2019-04-27T05:15:07Z,cclauss,https://github.com/apachecn/ailearning/pull/502,,,
apachecn/ailearning,513, 更新过期连接,closed,2019-05-13T10:07:50Z,2019-05-13T10:07:14Z,2019-05-13T10:07:50Z,jiangzhonglian,https://github.com/apachecn/ailearning/pull/513,,,
apachecn/ailearning,511,注释,closed,2019-05-12T09:54:37Z,2019-05-12T02:39:48Z,2019-05-12T09:54:37Z,penggan666,https://github.com/apachecn/ailearning/pull/511,,,
apachecn/ailearning,510,Latent,closed,2019-05-10T02:07:05Z,2019-05-10T01:52:27Z,2019-05-10T02:07:05Z,ybbz,https://github.com/apachecn/ailearning/pull/510,,,
apachecn/ailearning,509,更新过时文档的路径,closed,2019-05-08T06:27:56Z,2019-05-08T06:27:47Z,2019-05-08T06:27:56Z,jiangzhonglian,https://github.com/apachecn/ailearning/pull/509,,,
apachecn/ailearning,508,更新网站的基本信息（删除过时内容）,closed,2019-05-08T04:36:21Z,2019-05-08T04:36:11Z,2019-05-08T04:36:21Z,jiangzhonglian,https://github.com/apachecn/ailearning/pull/508,,,
apachecn/ailearning,507,定期合并 - Dev,closed,2019-05-06T14:11:48Z,2019-05-06T14:11:39Z,2019-05-06T14:11:48Z,jiangzhonglian,https://github.com/apachecn/ailearning/pull/507,,,
apachecn/ailearning,506,备份深度学习 4篇博客，更新lstm错误链接,closed,2019-05-05T05:36:35Z,2019-05-05T05:36:23Z,2019-05-05T05:36:35Z,jiangzhonglian,https://github.com/apachecn/ailearning/pull/506,,,
apachecn/ailearning,503,贝叶斯教程 第57行更改 修改了markdown language引用图片的错误,closed,,2019-05-03T04:53:44Z,2019-05-05T02:02:48Z,Logenleedev,https://github.com/apachecn/ailearning/pull/503,,,
apachecn/ailearning,505,Update 4.朴素贝叶斯.md,closed,2019-05-05T02:01:14Z,2019-05-04T23:46:28Z,2019-05-05T02:01:14Z,hawkit,https://github.com/apachecn/ailearning/pull/505,,,
getsentry/sentry,100901,core(flex): migrate styled components to use Flex and Stack (batch 5),closed,2025-10-09T21:41:55Z,2025-10-03T18:10:36Z,2025-10-09T21:41:55Z,JonasBa,https://github.com/getsentry/sentry/pull/100901,,,
getsentry/sentry,100561,feat(replay): Add Tap to Event_Logger,closed,,2025-09-29T21:43:33Z,2025-10-09T21:37:27Z,cliffordxing,https://github.com/getsentry/sentry/pull/100561,,,
getsentry/sentry,101133,feat(seer explorer): RPCs to query and visualize spans,closed,2025-10-09T17:20:33Z,2025-10-07T22:58:47Z,2025-10-09T17:20:33Z,roaga,https://github.com/getsentry/sentry/pull/101133,,,
getsentry/sentry,101089,fix(issues): include assigned issues in suggested owner search,closed,,2025-10-07T16:50:53Z,2025-10-09T21:01:43Z,cvxluo,https://github.com/getsentry/sentry/pull/101089,,,
getsentry/sentry,101219,feat(billing): update useCurrentBillingHistory hook,closed,2025-10-09T20:56:57Z,2025-10-08T22:10:01Z,2025-10-09T20:56:57Z,brendanhsentry,https://github.com/getsentry/sentry/pull/101219,,,
getsentry/sentry,101292,feat(autofix): Allow user to select stopping point in flyout,closed,2025-10-09T20:53:14Z,2025-10-09T20:28:52Z,2025-10-09T20:53:15Z,roaga,https://github.com/getsentry/sentry/pull/101292,,,
getsentry/sentry,100766,feat(prevent): Hook up config api,closed,2025-10-07T21:29:03Z,2025-10-02T00:43:35Z,2025-10-07T21:29:03Z,suejung-sentry,https://github.com/getsentry/sentry/pull/100766,,,
getsentry/sentry,101291,feat(tracemetrics): Persist chart type,closed,2025-10-09T20:41:50Z,2025-10-09T20:27:40Z,2025-10-09T20:41:51Z,narsaynorath,https://github.com/getsentry/sentry/pull/101291,,,
getsentry/sentry,101290,feat(tracemetrics): Update metric selector,closed,2025-10-09T20:33:55Z,2025-10-09T20:18:11Z,2025-10-09T20:33:55Z,narsaynorath,https://github.com/getsentry/sentry/pull/101290,,,
getsentry/sentry,101279,fix(aci): validate actions in test endpoint,closed,2025-10-09T20:26:18Z,2025-10-09T19:02:09Z,2025-10-09T20:26:18Z,cathteng,https://github.com/getsentry/sentry/pull/101279,,,
getsentry/sentry,101284,fix(aci): Don't rely on an AlertRule existing in single processing contexts,closed,2025-10-09T20:20:41Z,2025-10-09T19:31:53Z,2025-10-09T20:20:41Z,kcons,https://github.com/getsentry/sentry/pull/101284,,,
getsentry/sentry,100138,feat(timeseries): version of issues-metrics matching timeseries,closed,2025-10-09T20:16:53Z,2025-09-23T20:23:33Z,2025-10-09T20:16:53Z,wmak,https://github.com/getsentry/sentry/pull/100138,,,
getsentry/sentry,101280,fix(logs): Handle removing empty pages for flex time,closed,2025-10-09T20:13:19Z,2025-10-09T19:09:46Z,2025-10-09T20:13:19Z,Zylphrex,https://github.com/getsentry/sentry/pull/101280,,,
getsentry/sentry,101286,fix(spans-migration): change widget warning wording,closed,2025-10-09T20:03:06Z,2025-10-09T19:51:00Z,2025-10-09T20:03:07Z,nikkikapadia,https://github.com/getsentry/sentry/pull/101286,,,
getsentry/sentry,101276,feat(timeseries): Add extrapolation param to `useFetchEventsTimeSeries`,closed,2025-10-09T20:01:59Z,2025-10-09T18:47:38Z,2025-10-09T20:01:59Z,gggritso,https://github.com/getsentry/sentry/pull/101276,,,
getsentry/sentry,101174,feat(trace-tree-node): Consolidating node methods and overrides,closed,2025-10-09T19:49:20Z,2025-10-08T17:56:15Z,2025-10-09T19:49:20Z,Abdkhan14,https://github.com/getsentry/sentry/pull/101174,,,
getsentry/sentry,101283,chore: Add some analytics around span migration widgets,closed,2025-10-09T19:36:21Z,2025-10-09T19:23:55Z,2025-10-09T19:36:21Z,shruthilayaj,https://github.com/getsentry/sentry/pull/101283,,,
getsentry/sentry,101196,feat(dashboards): Add global filter selector component,closed,2025-10-09T19:35:39Z,2025-10-08T19:47:41Z,2025-10-09T19:35:39Z,Ahmed-Labs,https://github.com/getsentry/sentry/pull/101196,,,
getsentry/sentry,101184,fix(releases): Normalize both release values to equal one another,closed,2025-10-09T19:32:29Z,2025-10-08T19:01:08Z,2025-10-09T19:32:29Z,cmanallen,https://github.com/getsentry/sentry/pull/101184,,,
getsentry/sentry,101277,feat(tracemetrics): Show applicable group by options,closed,2025-10-09T19:11:55Z,2025-10-09T18:50:41Z,2025-10-09T19:11:55Z,narsaynorath,https://github.com/getsentry/sentry/pull/101277,,,
getsentry/sentry,101058,ref(agent-monitoring): Remove feature flag usage,closed,2025-10-07T10:51:32Z,2025-10-07T08:05:37Z,2025-10-07T10:51:32Z,ArthurKnaus,https://github.com/getsentry/sentry/pull/101058,,,
getsentry/sentry,101249,chore(timeseries): Loosen series comparison conditions,closed,2025-10-09T19:04:28Z,2025-10-09T15:35:43Z,2025-10-09T19:04:28Z,gggritso,https://github.com/getsentry/sentry/pull/101249,,,
getsentry/sentry,100697,feat(trace-tree-node): Moving transaction reparenting logic to transa…,closed,2025-10-09T19:02:59Z,2025-10-01T18:05:56Z,2025-10-09T19:02:59Z,Abdkhan14,https://github.com/getsentry/sentry/pull/100697,,,
getsentry/sentry,101272,ref(grouping): Split getting grouping info into new and legacy functions,closed,2025-10-09T19:02:41Z,2025-10-09T18:37:33Z,2025-10-09T19:02:41Z,lobsterkatie,https://github.com/getsentry/sentry/pull/101272,,,
getsentry/sentry,101207,chore(otlp): Remove span link feature flag declaration,closed,2025-10-09T19:01:15Z,2025-10-08T20:40:49Z,2025-10-09T19:01:15Z,gggritso,https://github.com/getsentry/sentry/pull/101207,,,
getsentry/sentry,101266,chore(integrations): Silence 404s from GitHubs when firing alert handlers,closed,2025-10-09T18:50:38Z,2025-10-09T18:12:22Z,2025-10-09T18:50:38Z,leeandher,https://github.com/getsentry/sentry/pull/101266,,,
getsentry/sentry,101270,feat(timeseries): Allow passing query options to `useFetchEventsTimeSeries`,closed,2025-10-09T18:41:22Z,2025-10-09T18:30:11Z,2025-10-09T18:41:22Z,gggritso,https://github.com/getsentry/sentry/pull/101270,,,
getsentry/sentry,101204,feat(dashboards): add create link button to table edit,closed,2025-10-09T18:38:37Z,2025-10-08T20:24:56Z,2025-10-09T18:38:37Z,DominikB2014,https://github.com/getsentry/sentry/pull/101204,,,
getsentry/sentry,101267,fix(autofix): Invalidate setup query on consent,closed,2025-10-09T18:31:02Z,2025-10-09T18:14:55Z,2025-10-09T18:31:02Z,roaga,https://github.com/getsentry/sentry/pull/101267,,,
getsentry/sentry,101268,feat(insights): add ttfd/ttid filters on screen load module,closed,2025-10-09T18:31:34Z,2025-10-09T18:18:02Z,2025-10-09T18:31:34Z,DominikB2014,https://github.com/getsentry/sentry/pull/101268,,,
getsentry/sentry,101176,fix(logs): Split flex time page params from existing page params,closed,2025-10-09T18:28:39Z,2025-10-08T17:57:46Z,2025-10-09T18:28:39Z,Zylphrex,https://github.com/getsentry/sentry/pull/101176,,,
getsentry/sentry,101153,ref(preprod): Clean up param naming in check-for-updates,closed,2025-10-09T18:25:06Z,2025-10-08T13:43:37Z,2025-10-09T18:25:07Z,chromy,https://github.com/getsentry/sentry/pull/101153,,,
getsentry/sentry,101265,chore(AI): Add initial frontend AGENTS.md file,closed,2025-10-09T18:24:03Z,2025-10-09T18:03:10Z,2025-10-09T18:24:03Z,rbro112,https://github.com/getsentry/sentry/pull/101265,,,
getsentry/sentry,101222,fix(detectors): Handle case where `repeating_spans_compact` is a list ,closed,2025-10-09T18:23:24Z,2025-10-08T22:27:55Z,2025-10-09T18:23:24Z,roggenkemper,https://github.com/getsentry/sentry/pull/101222,,,
getsentry/sentry,101146,ci: tag latest version only for calver release,closed,2025-10-09T18:10:04Z,2025-10-08T12:18:46Z,2025-10-09T18:10:04Z,aldy505,https://github.com/getsentry/sentry/pull/101146,,,
getsentry/sentry,100936,tests(alerts): Increase test coverage in incident chart test,closed,2025-10-09T18:06:11Z,2025-10-03T23:19:11Z,2025-10-09T18:06:11Z,ceorourke,https://github.com/getsentry/sentry/pull/100936,,,
getsentry/sentry,101173,"ref(projectSettings): Rename ""Name"" to ""Slug"" in project settings and create project",closed,2025-10-09T18:05:55Z,2025-10-08T17:55:50Z,2025-10-09T18:05:55Z,shayna-ch,https://github.com/getsentry/sentry/pull/101173,,,
getsentry/sentry,101254,fix(events): use numbers for param,closed,2025-10-09T17:58:23Z,2025-10-09T16:44:00Z,2025-10-09T17:58:23Z,wmak,https://github.com/getsentry/sentry/pull/101254,,,
getsentry/sentry,101220,ref(aci): Move uptime url to detect section,closed,2025-10-09T17:55:36Z,2025-10-08T22:14:05Z,2025-10-09T17:55:36Z,scttcper,https://github.com/getsentry/sentry/pull/101220,,,
getsentry/sentry,101228,"fix(issues): Make integration keys unique, silence warning",closed,2025-10-09T17:53:36Z,2025-10-08T23:52:46Z,2025-10-09T17:53:36Z,scttcper,https://github.com/getsentry/sentry/pull/101228,,,
getsentry/sentry,101253,fix(grouping): Add chained `NSError` to grouping info description options,closed,2025-10-09T17:37:19Z,2025-10-09T16:41:46Z,2025-10-09T17:37:19Z,lobsterkatie,https://github.com/getsentry/sentry/pull/101253,,,
getsentry/sentry,98767,fix(aci): Precise redis project ID clean-up via Lua script,closed,,2025-09-03T22:48:42Z,2025-10-09T17:19:23Z,kcons,https://github.com/getsentry/sentry/pull/98767,,,
getsentry/sentry,101062,ref: stabilize flaky replay test,closed,2025-10-09T17:07:21Z,2025-10-07T10:51:22Z,2025-10-09T17:07:21Z,TkDodo,https://github.com/getsentry/sentry/pull/101062,,,
getsentry/sentry,101236,ref: add a path alias for @sentry/scraps,closed,2025-10-09T17:06:28Z,2025-10-09T11:04:57Z,2025-10-09T17:06:28Z,TkDodo,https://github.com/getsentry/sentry/pull/101236,,,
getsentry/sentry,101101,feat(notif-platform): Implement discord notification CLI,closed,2025-10-09T16:59:51Z,2025-10-07T18:26:33Z,2025-10-09T16:59:51Z,leeandher,https://github.com/getsentry/sentry/pull/101101,,,
getsentry/sentry,101217,fix(detectors): Improve filtering for connection spans in N+1 DB detector ,closed,2025-10-09T16:56:37Z,2025-10-08T21:46:29Z,2025-10-09T16:56:37Z,roggenkemper,https://github.com/getsentry/sentry/pull/101217,,,
getsentry/sentry,101123,feat(onboarding): variant-driven corner animation; fix Back flash,closed,2025-10-09T16:53:56Z,2025-10-07T21:33:26Z,2025-10-09T16:53:57Z,scttcper,https://github.com/getsentry/sentry/pull/101123,,,
getsentry/sentry,101186,ref(prevent): Use prevent seer url,closed,2025-10-08T20:04:44Z,2025-10-08T19:17:54Z,2025-10-08T20:04:44Z,JerrySentry,https://github.com/getsentry/sentry/pull/101186,,,
getsentry/sentry,101139,ref(onboarding): Replace ref pattern with useEffectEvent,closed,2025-10-09T16:52:49Z,2025-10-08T05:49:03Z,2025-10-09T16:52:49Z,scttcper,https://github.com/getsentry/sentry/pull/101139,,,
getsentry/sentry,100588,chore(dynamic-sampling): capture all exceptions in dynamic sampling tasks,closed,2025-09-30T11:09:49Z,2025-09-30T08:14:47Z,2025-09-30T11:09:49Z,shellmayr,https://github.com/getsentry/sentry/pull/100588,,,
getsentry/sentry,101252,feat(tracemetrics): Add experiment and try it out with VCD,closed,2025-10-09T16:49:12Z,2025-10-09T16:35:45Z,2025-10-09T16:49:12Z,k-fish,https://github.com/getsentry/sentry/pull/101252,,,
getsentry/sentry,101005,feat(replay): add hooks for live status and polling of replay records,closed,2025-10-09T16:42:54Z,2025-10-06T19:38:39Z,2025-10-09T16:42:54Z,jerryzhou196,https://github.com/getsentry/sentry/pull/101005,,,
getsentry/sentry,101209,fix(dashboards): handle index and nonetype errors,closed,2025-10-09T16:36:39Z,2025-10-08T20:53:57Z,2025-10-09T16:36:39Z,nikkikapadia,https://github.com/getsentry/sentry/pull/101209,,,
getsentry/sentry,101164,feat(notif-builder): Preview for slack,closed,2025-10-09T16:32:02Z,2025-10-08T16:18:06Z,2025-10-09T16:32:02Z,leeandher,https://github.com/getsentry/sentry/pull/101164,,,
getsentry/sentry,101185,fix(spans-migration): add selection params to explore url in frontend,closed,2025-10-09T16:24:26Z,2025-10-08T19:12:30Z,2025-10-09T16:24:26Z,nikkikapadia,https://github.com/getsentry/sentry/pull/101185,,,
getsentry/sentry,101248,feat(tracemetrics): Add tracemetrics column definitions to trace-items,closed,2025-10-09T16:12:24Z,2025-10-09T14:58:48Z,2025-10-09T16:12:24Z,narsaynorath,https://github.com/getsentry/sentry/pull/101248,,,
getsentry/sentry,101047,feat(integrations): Data Forwarding Endpoint to retrieve/create org-level configs,closed,2025-10-09T16:11:48Z,2025-10-06T23:20:32Z,2025-10-09T16:11:48Z,liuirene256,https://github.com/getsentry/sentry/pull/101047,,,
getsentry/sentry,100445,chore(logs): Migrate off page params for logs analytics source,closed,2025-09-26T20:10:10Z,2025-09-26T19:55:05Z,2025-09-26T20:10:10Z,Zylphrex,https://github.com/getsentry/sentry/pull/100445,,,
getsentry/sentry,100326,chore(tasks) Remove more celery related code pt.3,closed,2025-09-26T17:19:20Z,2025-09-25T20:31:04Z,2025-09-26T17:19:20Z,markstory,https://github.com/getsentry/sentry/pull/100326,,,
getsentry/sentry,101244,chore(auto_source_config): Bump code mapping derivation timeout,closed,2025-10-09T15:34:33Z,2025-10-09T13:37:00Z,2025-10-09T15:34:33Z,armenzg,https://github.com/getsentry/sentry/pull/101244,,,
getsentry/sentry,101246,ref(overwatch): include organization slug and name in response data,closed,2025-10-09T15:07:53Z,2025-10-09T14:32:01Z,2025-10-09T15:08:01Z,trent-codecov,https://github.com/getsentry/sentry/pull/101246,,,
getsentry/sentry,100857,Dump stack trace during consumer shutdown,closed,2025-10-03T16:14:36Z,2025-10-03T00:57:52Z,2025-10-03T16:14:36Z,fpacifici,https://github.com/getsentry/sentry/pull/100857,,,
getsentry/sentry,100903,feat(issues): Remove router props from issue list,closed,2025-10-06T16:47:50Z,2025-10-03T18:27:59Z,2025-10-06T16:47:50Z,scttcper,https://github.com/getsentry/sentry/pull/100903,,,
getsentry/sentry,101241,fix(search-bar): Manually control combobox opening,closed,,2025-10-09T12:30:25Z,2025-10-09T13:58:24Z,nsdeschenes,https://github.com/getsentry/sentry/pull/101241,,,
getsentry/sentry,101243,fix(ui): remove vertical scrollbar,closed,2025-10-09T13:54:38Z,2025-10-09T13:11:48Z,2025-10-09T13:54:38Z,TkDodo,https://github.com/getsentry/sentry/pull/101243,,,
getsentry/sentry,101206,chore(otlp): Remove usage of span links flag,closed,2025-10-09T13:51:56Z,2025-10-08T20:39:50Z,2025-10-09T13:51:56Z,gggritso,https://github.com/getsentry/sentry/pull/101206,,,
getsentry/sentry,101199,fix(spans-migration): add in check for discover split widgets for explore urls,closed,2025-10-09T13:50:44Z,2025-10-08T19:51:12Z,2025-10-09T13:50:44Z,nikkikapadia,https://github.com/getsentry/sentry/pull/101199,,,
getsentry/sentry,101237,chore(deps): Bump JS SDK to `10.19.0` ,closed,2025-10-09T13:18:43Z,2025-10-09T11:30:07Z,2025-10-09T13:18:43Z,chargome,https://github.com/getsentry/sentry/pull/101237,,,
getsentry/sentry,99416,fix(eco): Records halt for ApiForbidden errors in get_stacktrace_link,closed,2025-09-12T20:31:55Z,2025-09-12T20:10:10Z,2025-09-12T20:31:55Z,GabeVillalobos,https://github.com/getsentry/sentry/pull/99416,,,
getsentry/sentry,101129,feat(sub v3): Next Bill card + header cards without billing perms,closed,2025-10-08T17:43:52Z,2025-10-07T22:02:56Z,2025-10-08T17:43:52Z,isabellaenriquez,https://github.com/getsentry/sentry/pull/101129,,,
getsentry/sentry,101240,fix(stripe components): Dynamic required region field,closed,2025-10-09T12:47:54Z,2025-10-09T12:23:43Z,2025-10-09T12:47:54Z,isabellaenriquez,https://github.com/getsentry/sentry/pull/101240,,,
getsentry/sentry,101239,fix(ai-insights): use span status to query for errors,closed,2025-10-09T12:20:14Z,2025-10-09T12:04:32Z,2025-10-09T12:20:14Z,obostjancic,https://github.com/getsentry/sentry/pull/101239,,,
getsentry/sentry,101190,chore(unmerge): Add more context when logging,closed,2025-10-09T12:08:59Z,2025-10-08T19:25:44Z,2025-10-09T12:09:00Z,armenzg,https://github.com/getsentry/sentry/pull/101190,,,
getsentry/sentry,101154,ref(stacktrace-link): Minor refactor,closed,2025-10-09T12:08:46Z,2025-10-08T14:09:46Z,2025-10-09T12:08:46Z,armenzg,https://github.com/getsentry/sentry/pull/101154,,,
getsentry/sentry,101072,feat(cleanup): Track script failures,closed,,2025-10-07T14:09:22Z,2025-10-09T12:07:59Z,armenzg,https://github.com/getsentry/sentry/pull/101072,,,
getsentry/sentry,100158,bug(preprod): Fix size analysis comparisons,closed,2025-09-24T02:03:22Z,2025-09-23T22:37:58Z,2025-09-24T02:03:22Z,rbro112,https://github.com/getsentry/sentry/pull/100158,,,
getsentry/sentry,100134,fix(repo path parsing): Add handling for exception when parsing repo paths,closed,2025-09-23T20:30:59Z,2025-09-23T20:01:32Z,2025-09-23T20:30:59Z,shashjar,https://github.com/getsentry/sentry/pull/100134,,,
getsentry/sentry,100150,ref(replay): temporary qparam patch for has_viewed,closed,2025-09-23T21:40:00Z,2025-09-23T21:28:43Z,2025-09-23T21:40:00Z,aliu39,https://github.com/getsentry/sentry/pull/100150,,,
getsentry/sentry,100056,feat(aci): Add OrganizationDetectorResolveIssuesEndpoint,closed,,2025-09-22T21:00:48Z,2025-09-23T22:32:07Z,kcons,https://github.com/getsentry/sentry/pull/100056,,,
getsentry/sentry,100152,ref(api): remove option-based rate limiting for `organization_events`,closed,2025-09-23T22:16:05Z,2025-09-23T21:35:09Z,2025-09-23T22:16:05Z,cvxluo,https://github.com/getsentry/sentry/pull/100152,,,
getsentry/sentry,99707,ref: convert GroupOwner.context to LegacyTextJSONField,closed,2025-09-19T13:18:18Z,2025-09-17T17:46:57Z,2025-09-19T13:18:18Z,asottile-sentry,https://github.com/getsentry/sentry/pull/99707,,,
getsentry/sentry,100170,fix(agent-insights): Trace error count,closed,2025-09-24T06:33:42Z,2025-09-24T06:23:04Z,2025-09-24T06:33:42Z,ArthurKnaus,https://github.com/getsentry/sentry/pull/100170,,,
getsentry/sentry,99594,feat(checkout v3): Introduce SubscriptionSettingsLayout,closed,2025-09-16T18:31:14Z,2025-09-16T17:33:35Z,2025-09-16T18:31:14Z,isabellaenriquez,https://github.com/getsentry/sentry/pull/99594,,,
getsentry/sentry,99996,ref(analytics): rename some Slack integration related events,closed,2025-09-24T08:30:13Z,2025-09-22T14:03:02Z,2025-09-24T08:30:13Z,constantinius,https://github.com/getsentry/sentry/pull/99996,,,
getsentry/sentry,100172,debug(onboarding): add sentry instrumentation for onboarding task cache misses,closed,2025-09-24T09:07:16Z,2025-09-24T08:21:58Z,2025-09-24T09:07:16Z,vgrozdanic,https://github.com/getsentry/sentry/pull/100172,,,
getsentry/sentry,99993,chore(ai): Clean up of `sentry._internal.segment.contains_gen_ai_spans`,closed,2025-09-24T09:23:16Z,2025-09-22T11:15:34Z,2025-09-24T09:23:16Z,vgrozdanic,https://github.com/getsentry/sentry/pull/99993,,,
getsentry/sentry,100016,ref(analytics): modernize some onboarding related analytics.record calls,closed,2025-09-24T09:29:18Z,2025-09-22T16:42:27Z,2025-09-24T09:29:18Z,constantinius,https://github.com/getsentry/sentry/pull/100016,,,
getsentry/sentry,100175,test(spans): Log full redacted span to find mismatches,closed,2025-09-24T10:36:31Z,2025-09-24T09:41:22Z,2025-09-24T10:36:31Z,jjbayer,https://github.com/getsentry/sentry/pull/100175,,,
getsentry/sentry,101234,fix(demo-mode): releases tour,closed,2025-10-09T10:00:18Z,2025-10-09T09:39:10Z,2025-10-09T10:00:18Z,obostjancic,https://github.com/getsentry/sentry/pull/101234,,,
getsentry/sentry,101225,fix(detectors): Uptime failure threshold Automations not issues,closed,,2025-10-08T23:25:18Z,2025-10-09T02:50:01Z,evanpurkhiser,https://github.com/getsentry/sentry/pull/101225,,,
getsentry/sentry,100692,ref(replay): add back improved list+details acceptance tests,closed,2025-10-07T17:36:13Z,2025-10-01T17:41:31Z,2025-10-07T17:36:13Z,aliu39,https://github.com/getsentry/sentry/pull/100692,,,
getsentry/sentry,101227,feat(detectors): Show HTTPSnippet on uptime forms,closed,2025-10-09T02:18:48Z,2025-10-08T23:45:44Z,2025-10-09T02:18:48Z,evanpurkhiser,https://github.com/getsentry/sentry/pull/101227,,,
getsentry/sentry,101116,ref(aci): Don't rely on an AlertRule existing in single processing contexts,closed,2025-10-08T21:30:24Z,2025-10-07T20:53:35Z,2025-10-08T21:30:24Z,kcons,https://github.com/getsentry/sentry/pull/101116,,,
getsentry/sentry,101218,fix(uptime): Use detector config for detection/recovery thresholds in details,closed,2025-10-08T22:24:59Z,2025-10-08T21:55:04Z,2025-10-08T22:24:59Z,evanpurkhiser,https://github.com/getsentry/sentry/pull/101218,,,
getsentry/sentry,100011,ref(billing): Cleanup billing details + payment method components,closed,2025-09-23T13:24:43Z,2025-09-22T16:08:45Z,2025-09-23T13:24:44Z,isabellaenriquez,https://github.com/getsentry/sentry/pull/100011,,,
getsentry/sentry,100001,fix(performance): Fix Transaction Summary threshold modal error not displaying properly,closed,2025-09-23T13:35:11Z,2025-09-22T14:40:05Z,2025-09-23T13:35:11Z,edwardgou-sentry,https://github.com/getsentry/sentry/pull/100001,,,
getsentry/sentry,100095,ref(ui): switch from useEffect to derived state,closed,2025-09-23T13:36:36Z,2025-09-23T10:09:42Z,2025-09-23T13:36:36Z,TkDodo,https://github.com/getsentry/sentry/pull/100095,,,
getsentry/sentry,100098,fix(agent-insights): Trace error count,closed,2025-09-23T13:49:53Z,2025-09-23T13:38:55Z,2025-09-23T13:49:53Z,ArthurKnaus,https://github.com/getsentry/sentry/pull/100098,,,
getsentry/sentry,99926,fix(spans-migration): add equation notation for select functions in translation,closed,2025-09-23T13:55:27Z,2025-09-19T14:54:15Z,2025-09-23T13:55:27Z,nikkikapadia,https://github.com/getsentry/sentry/pull/99926,,,
getsentry/sentry,99227,perf(events): Make Event.get_environment use the cache,closed,2025-09-10T20:13:03Z,2025-09-10T17:30:42Z,2025-09-10T20:13:03Z,kcons,https://github.com/getsentry/sentry/pull/99227,,,
virattt/ai-hedge-fund,11,"feature: Add Docker, Docker Compose, System Requirements, and CI/CD Pipeline for Container Publishing",closed,,2024-12-22T09:13:23Z,2025-04-24T12:14:08Z,charlesvien,https://github.com/virattt/ai-hedge-fund/pull/11,,,
virattt/ai-hedge-fund,453,devcontainer.json erstellen,closed,,2025-10-03T09:51:08Z,2025-10-03T11:09:01Z,timson722,https://github.com/virattt/ai-hedge-fund/pull/453,,,
virattt/ai-hedge-fund,317,Implemented graceful handling of financialdatasets.ai rate limiting,closed,,2025-05-25T21:47:16Z,2025-06-17T02:30:55Z,nicholastripp,https://github.com/virattt/ai-hedge-fund/pull/317,,,
virattt/ai-hedge-fund,451,Sync/upstream main 2025 09 22,closed,,2025-09-24T15:40:13Z,2025-09-24T15:40:26Z,alvarolj23,https://github.com/virattt/ai-hedge-fund/pull/451,,,
virattt/ai-hedge-fund,444,Add support for external Ollama endpoint and improve run scripts,closed,2025-09-19T21:14:36Z,2025-09-18T15:57:22Z,2025-09-19T21:14:36Z,arsaboo,https://github.com/virattt/ai-hedge-fund/pull/444,,,
virattt/ai-hedge-fund,445,fix: escape percent character in backtester help text,closed,2025-09-21T19:50:47Z,2025-09-19T18:17:55Z,2025-09-21T19:50:47Z,jsemldonado,https://github.com/virattt/ai-hedge-fund/pull/445,,,
virattt/ai-hedge-fund,449,Fix growth rate calculations to use CAGR for accurate PEG ratios,closed,2025-09-20T19:30:20Z,2025-09-20T19:24:33Z,2025-09-20T19:30:20Z,kashifrazzaqui,https://github.com/virattt/ai-hedge-fund/pull/449,,,
virattt/ai-hedge-fund,447,feat: add analyst CLI flags to main.py,closed,,2025-09-19T18:28:49Z,2025-09-19T20:21:06Z,jsemldonado,https://github.com/virattt/ai-hedge-fund/pull/447,,,
virattt/ai-hedge-fund,331,Jim Simons Agent,closed,,2025-05-31T11:39:06Z,2025-09-19T18:28:56Z,ak4631,https://github.com/virattt/ai-hedge-fund/pull/331,,,
virattt/ai-hedge-fund,432,feat: add Donald Trump analysis agent,closed,,2025-08-29T06:38:48Z,2025-09-19T06:16:27Z,saz97,https://github.com/virattt/ai-hedge-fund/pull/432,,,
virattt/ai-hedge-fund,388,Sync ,closed,,2025-07-11T11:04:58Z,2025-09-17T19:26:56Z,geoWT,https://github.com/virattt/ai-hedge-fund/pull/388,,,
virattt/ai-hedge-fund,443,Initial commit of AI Hedge Fund project forked from AI Hedge Fund rep…,closed,,2025-09-17T11:23:46Z,2025-09-17T13:43:14Z,lordchatterley,https://github.com/virattt/ai-hedge-fund/pull/443,,,
virattt/ai-hedge-fund,441,"fix: implement Cmd+, settings shortcut",closed,2025-09-17T13:42:27Z,2025-09-17T06:10:57Z,2025-09-17T13:42:27Z,jsemldonado,https://github.com/virattt/ai-hedge-fund/pull/441,,,
